# k   E(k)  (von Kármán calibrated)
1.901653033422955559e+04 1.090559380102012089e-07
1.917714872503808874e+04 1.077399257704623234e-07
1.933776711584662189e+04 1.064474087579081649e-07
1.949838550665515504e+04 1.051778695306287315e-07
1.965900389746368819e+04 1.039308026621211442e-07
1.981962228827222134e+04 1.027057145423131768e-07
1.998024067908075449e+04 1.015021231713539984e-07
2.014085906988928764e+04 1.003195579475971014e-07
2.030147746069782079e+04 9.915755945104537061e-08
2.046209585150635394e+04 9.801567922338988772e-08
2.062271424231488709e+04 9.689347954564622019e-08
2.078333263312342024e+04 9.579053321428002658e-08
2.094395102393195339e+04 9.470642331661098984e-08
